age,agedef,unit,sex,geo\time	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
Y74,REACH,NR,M,CZ	24 	27 	13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,DE	488 	499 	399 	420 	355 	434 	480 b	738 	533 	503 	418 	502 	388 	381 	340 	315 	301 	362 	327 	308 	281 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,DK	18 	10 	14 	18 	12 	12 	6 	8 b	6 	20 	17 	13 	12 	10 	13 	7 	15 	10 	11 	11 	6 	6 	8 	6 	5 	4 
Y74,REACH,NR,M,EE	7 b	1 	4 	4 	4 	4 	2 	0 b	2 	3 	4 	3 	2 	4 	8 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,ES	435 	554 	579 	367 	320 	332 	253 	225 	175 	104 	87 	78 	42 	70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,FI	13 	3 	7 	7 	5 	8 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,FR	: p	: 	: 	: 	: 	: b	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,HR	45 	50 	34 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,HU	52 	35 	30 	19 	1 	9 b	7 	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,IS	0 	2 	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,IT	160 	177 	216 	177 	109 	87 	81 	78 b	83 	126 	100 	125 	80 	62 	108 	65 	85 	57 	65 	65 	56 	90 	50 	38 	39 	51 
Y74,REACH,NR,M,LI	1 	2 	0 	0 	1 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,LT	6 	6 	10 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,LU	12 	12 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,LV	10 	14 	12 	10 	24 	12 	19 	26 	14 	5 	30 	26 	15 	32 	57 	121 	6 	16 	14 	27 	26 	27 	30 	24 	12 	: 
Y74,REACH,NR,M,MT	18 	15 	7 	8 	2 	2 	4 	3 b	2 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,NL	104 	103 	90 	64 	48 	56 	57 b	48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,NO	6 	19 	14 	21 	12 	11 	6 	10 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,PL	491 p	231 p	228 	211 	153 	137 	115 b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,SE	42 	35 	31 	35 	28 	29 	26 	22 	29 	16 	31 	30 	26 	21 	20 	22 	18 	25 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,M,SK	2 	1 	1 	: 	: 	: 	: 	: 	2 	1 	0 	0 	0 	1 	1 	1 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,BE	129 	155 	159 	127 	108 	98 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,BG	118 p	25 p	52 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,CH	200 	173 	170 	149 	124 b	167 	132 	115 	115 	132 	117 	132 	120 	114 	104 	124 	122 	98 	102 	129 	116 	108 	95 	92 	74 	59 
Y74,REACH,NR,T,CY	7 	21 	0 	12 	4 	3 	2 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,CZ	34 	44 	30 b	15 	21 	19 	16 	20 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,DE	799 	898 	676 	710 	617 	744 	843 b	1323 	960 	953 	782 	1008 	779 	817 	796 	780 	748 	887 	872 	794 	811 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,DK	31 	21 	30 	35 	32 	23 	16 	20 b	10 	26 	28 	27 	23 	18 	25 	20 	25 	20 	16 	25 	10 	15 	12 	9 	11 	13 
Y74,REACH,NR,T,EE	17 b	4 	7 	12 	10 	9 	4 	0 b	7 	8 	14 	12 	12 	11 	17 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,ES	861 	1036 	1154 	764 	695 	751 	567 	519 	421 	260 	174 	172 	96 	136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,FI	23 	12 	15 	9 	9 	17 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,FR	342 p	365 p	253 	251 	570 	463 b	732 	437 	1483 	850 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,HR	94 	91 	74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,HU	76 	64 	47 	32 	3 	19 b	12 	7 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,IS	3 	3 	1 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,IT	354 	383 	404 	348 	229 	178 	180 	189 b	160 	263 	203 	228 	181 	118 	200 	158 	180 	117 	131 	121 	108 	193 	113 	89 	87 	116 
Y74,REACH,NR,T,LI	1 	3 	2 	0 	1 	0 	0 	0 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,LT	12 	20 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,LU	27 	22 	18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,LV	24 	30 	37 	43 	71 	40 	42 	53 	35 	30 	67 	92 	47 	65 	135 	233 	27 	51 	52 	73 	75 	78 	92 	112 	56 	: 
Y74,REACH,NR,T,MT	22 	15 	7 	9 	6 	4 	8 	5 b	7 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,NL	149 	161 	132 	110 	92 	96 	102 b	83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,NO	15 	26 	26 	28 	23 	30 	12 	14 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,PL	773 p	497 p	484 	449 	444 	349 	323 b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,PT	18 	71 	87 	2 	47 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,SE	75 	62 	57 	63 	54 	53 	39 	50 	60 	42 	61 	58 	60 	57 	61 	52 	46 	63 	: 	: 	: 	: 	: 	: 	: 	: 
Y74,REACH,NR,T,SK	3 	3 	4 	: 	: 	: 	: 	: 	2 	1 	1 	0 	2 	2 	1 	1 	1 	1 	1 	0 	0 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,AT	72 	56 	61 	70 	59 	69 	45 	70 	60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,BE	62 	71 	72 	69 	44 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,BG	49 	14 p	19 p	13 bp	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,CZ	: 	: 	: 	: 	: 	: 	: 	: 	9 	7 	7 	1 	3 	2 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,DE	: 	: 	: 	: 	: 	: 	: 	470 	372 	391 	394 	436 	359 	412 	397 	394 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,EL	87 	75 	89 	95 	57 	50 	19 	22 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,ES	409 	349 	509 	354 	347 	336 	305 	256 b	248 	130 	78 	58 	53 	67 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,FI	11 	8 	7 	3 	4 	3 	5 	4 	2 	2 	6 	8 	7 	7 	3 	1 	8 	4 	5 	6 	5 	3 	3 	5 	2 	4 
Y75,COMPLET,NR,F,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,HR	: 	: 	: 	48 	43 	54 	83 	56 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,IE	25 	17 p	35 p	27 	20 	20 	28 	1 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,IS	0 	1 	0 	: 	: 	1 	2 b	0 	0 	0 	0 	2 	2 	3 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 
Y75,COMPLET,NR,F,IT	192 	192 	174 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,LI	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,LT	26 	10 	24 	12 	6 	5 	10 	11 	10 	10 	33 	23 	24 	15 	18 	53 	54 	55 	51 	47 	41 	33 	: 	: 	: 	: 
Y75,COMPLET,NR,F,LU	: 	: 	6 	4 	12 	8 	9 	5 	8 	7 	4 	4 	7 	5 	8 	4 	7 	9 	5 	5 	8 	3 	0 	3 	5 	2 
Y75,COMPLET,NR,F,LV	: 	: 	: 	: 	: 	: 	: 	: 	22 	24 	38 	51 	31 	42 	73 	96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,NO	5 	10 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,PL	189 p	268 p	240 	: 	: 	: 	: 	: b	24 	29 	22 	17 	27 	35 	24 	29 	29 	25 	24 	24 	18 	17 	16 	8 	10 	14 
Y75,COMPLET,NR,F,RO	72 	40 	68 	73 	71 	62 	77 	63 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,SE	41 	28 	22 	21 	25 	14 	17 	20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,SI	16 	13 	15 	22 	11 	17 	18 	13 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,SK	: 	: 	: 	2 	1 b	1 	0 	2 b	2 	0 	1 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,F,UK	177 	252 	156 	192 	231 	66 	81 	365 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,AT	95 	64 	66 	41 	54 	53 	42 	47 	54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,BE	66 	72 	61 	61 	54 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,BG	36 	15 p	19 p	10 bp	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,CZ	: 	: 	: 	: 	: 	: 	: 	: 	2 	4 	8 	4 	3 	4 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,DE	: 	: 	: 	: 	: 	: 	: 	593 	366 	439 	380 	402 	313 	302 	308 	253 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,EL	65 	80 	94 	105 	60 	50 	35 	15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,ES	422 	435 	575 	293 	316 	322 	212 	171 b	146 	98 	76 	62 	40 	73 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,FI	8 	11 	10 	8 	3 	5 	7 	11 	3 	4 	3 	9 	5 	1 	1 	2 	2 	6 	2 	0 	1 	5 	3 	3 	1 	2 
Y75,COMPLET,NR,M,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,HR	: 	: 	: 	31 	40 	55 	53 	49 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,IE	18 	20 p	19 p	28 	22 	40 	14 	3 	47 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,IS	0 	1 	1 	: 	: 	1 	1 b	0 	0 	0 	0 	0 	1 	1 	1 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 	1 
Y75,COMPLET,NR,M,IT	188 	157 	141 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,LI	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,LT	8 	3 	10 	4 	8 	7 	0 	2 	5 	11 	10 	3 	13 	6 	9 	28 	30 	34 	32 	32 	28 	22 	: 	: 	: 	: 
Y75,COMPLET,NR,M,LU	: 	: 	4 	8 	9 	5 	4 	4 	12 	10 	1 	8 	5 	10 	5 	1 	2 	3 	2 	3 	5 	3 	3 	4 	1 	1 
Y75,COMPLET,NR,M,LV	: 	: 	: 	: 	: 	: 	: 	: 	8 	22 	21 	31 	30 	20 	110 	66 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,NO	17 	8 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,PL	368 p	248 p	129 	: 	: 	: 	: 	: b	15 	25 	13 	16 	12 	21 	10 	10 	19 	18 	8 	10 	8 	7 	6 	5 	9 	6 
Y75,COMPLET,NR,M,RO	30 	22 	38 	36 	36 	21 	32 	28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,SE	47 	40 	31 	27 	26 	26 	20 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,SI	21 	18 	20 	15 	10 	16 	10 	14 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,SK	: 	: 	: 	1 	0 b	0 	0 	3 b	3 	1 	2 	1 	1 	1 	0 	1 	0 	1 	1 	0 	0 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,M,UK	178 	121 	204 	241 	310 	122 	157 	275 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,AT	167 	120 	127 	111 	113 	122 	87 	117 	114 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,BE	128 	143 	133 	130 	98 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,BG	85 	29 p	38 p	23 bp	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,CZ	: 	: 	: 	: 	: 	: 	: 	: 	11 	11 	15 	5 	6 	6 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,DE	: 	: 	: 	: 	: 	: 	: 	1063 	738 	830 	774 	838 	672 	714 	705 	647 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,EL	152 	155 	183 	200 	117 	100 	54 	37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,ES	831 	784 	1084 	647 	663 	658 	517 	427 b	394 	228 	154 	120 	93 	140 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,FI	19 	19 	17 	11 	7 	8 	12 	15 	5 	6 	9 	17 	12 	8 	4 	3 	10 	10 	7 	6 	6 	8 	6 	8 	3 	6 
Y75,COMPLET,NR,T,FR	: 	: 	: 	: 	: 	: 	: 	: 	1515 	677 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,HR	: 	: 	: 	79 	83 	109 	136 	105 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,IE	43 	37 p	54 p	55 	42 	60 	42 	4 	50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,IS	0 	2 	1 	: 	: 	2 	3 b	0 	0 	0 	0 	2 	3 	4 	1 	0 	1 	0 	1 	1 	0 	0 	0 	1 	0 	2 
Y75,COMPLET,NR,T,IT	380 	349 	315 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,LI	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,LT	34 	13 	34 	16 	14 	12 	10 	13 	15 	21 	43 	26 	37 	21 	27 	81 	84 	89 	83 	79 	69 	55 	: 	: 	: 	: 
Y75,COMPLET,NR,T,LU	: 	: 	10 	12 	21 	13 	13 	9 	20 	17 	5 	12 	12 	15 	13 	5 	9 	12 	7 	8 	13 	6 	3 	7 	6 	3 
Y75,COMPLET,NR,T,LV	: 	: 	: 	: 	: 	: 	: 	: 	30 	46 	59 	82 	61 	62 	183 	162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,NO	22 	18 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,PL	557 p	516 p	369 	: 	: 	: 	: 	: b	39 	54 	35 	33 	39 	56 	34 	39 	48 	43 	32 	34 	26 	24 	22 	13 	19 	20 
Y75,COMPLET,NR,T,RO	102 	62 	106 	109 	107 	83 	109 	91 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,SE	88 	68 	53 	48 	51 	40 	37 	36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,SI	37 	31 	35 	37 	21 	33 	28 	27 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,SK	: 	: 	: 	3 	1 b	1 	0 	5 b	5 	1 	3 	2 	1 	1 	1 	1 	0 	1 	2 	0 	0 	: 	: 	: 	: 	: 
Y75,COMPLET,NR,T,UK	355 	373 	360 	433 	541 	188 	238 	640 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,BE	73 	74 	69 	41 	45 	60 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,BG	50 p	14 p	17 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,CH	80 	64 	58 	80 	57 b	74 	60 	69 	64 	65 	68 	58 	68 	52 	65 	72 	59 	54 	55 	72 	61 	40 	44 	45 	49 	46 
Y75,REACH,NR,F,CY	: 	: 	: 	: 	3 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,CZ	26 	23 	11 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,DE	330 	372 	266 	283 	264 	240 	325 b	488 	411 	391 	433 	484 	382 	439 	415 	424 	434 	516 	535 	435 	487 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,DK	9 	10 	12 	13 	19 	19 	3 	9 b	8 	7 	9 	13 	12 	12 	12 	9 	10 	11 	7 	10 	9 	5 	5 	5 	9 	10 
Y75,REACH,NR,F,EE	7 b	8 	4 	5 	3 	4 	1 	1 b	2 	14 	6 	6 	9 	9 	15 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,ES	412 	378 	495 	377 	379 	360 	321 	270 	245 	124 	74 	50 	61 	54 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,FI	15 	8 	7 	5 	5 	4 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,FR	: p	: 	: 	: 	: 	: b	: 	: 	: 	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,HR	58 	33 	41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,HU	22 	21 	16 	10 	7 	5 b	4 	4 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,IS	0 	1 	0 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,IT	206 	190 	191 	162 	92 	110 	94 	104 b	76 	175 	128 	96 	93 	67 	90 	99 	75 	48 	76 	68 	62 	50 	61 	48 	42 	48 
Y75,REACH,NR,F,LI	1 	1 	0 	1 	0 	0 	0 	1 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,LT	27 	13 	17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,LU	6 	10 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,LV	13 	22 	24 	31 	24 	17 	27 	12 	22 	24 	38 	51 	31 	42 	73 	96 	29 	24 	41 	34 	34 	35 	71 	62 	54 	: 
Y75,REACH,NR,F,MT	10 	8 	2 	3 	4 	2 	2 	5 b	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,NL	59 	47 	36 	40 	29 	29 	33 b	40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,NO	7 	8 	9 	8 	12 	13 	6 	10 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,PL	291 p	269 p	197 	222 	267 	201 	219 b	: b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,SE	38 	28 	21 	27 	20 	23 	18 	21 	35 	17 	27 	19 	22 	22 	18 	13 	32 	30 	: 	: 	: 	: 	: 	: 	: 	: 
Y75,REACH,NR,F,SK	1 	4 	1 	: 	: 	: 	: 	: 	1 	0 	1 	0 	0 	1 	1 	0 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 
